попадаете	попадать	VERB	nsubj	вы	вы	PRON	_	_	_	_	8.096743489768414	9
диваны	дивать	VERB	nsubj:pass	кожаные	кожаный	ADJ	_	_	_	_	8.096743489768414	9
делают	делать	VERB	advmod	хорошо	хорошо	ADV	_	_	_	_	8.096743489768414	9
решили	решить	VERB	mark	если	если	SCONJ	_	_	_	_	8.096743489768414	9
была	быть	VERB	nsubj	она	она	PRON	_	_	_	_	8.096743489768414	9
говорить	говорить	VERB	cc	а	а	CCONJ	_	_	_	_	8.096743489768414	9
получится	получиться	VERB	cc	и	и	CCONJ	_	_	_	_	8.096743489768414	9
видели	видеть	VERB	mark	что	что	SCONJ	_	_	_	_	8.096743489768414	9
понравилось	понравиться	VERB	advmod	настолько	настолько	ADV	_	_	_	_	8.096743489768414	9
решили	решить	VERB	xcomp	пройтись	пройтись	VERB	_	_	_	_	8.096743489768414	9
зайти	зайти	VERB	xcomp	пообедать	обедать	VERB	_	_	_	_	8.096743489768414	9
собирался	собираться	VERB	nsubj	никто	никто	PRON	_	_	_	_	8.096743489768414	9
заказывали	заказывать	VERB	nsubj	которые	который	PRON	_	_	_	_	8.096743489768414	9
сравнить	сровнять	VERB	cc	и	и	CCONJ	_	_	_	_	8.096743489768414	9
сказали	сказать	VERB	mark	хотя	хотя	SCONJ	_	_	_	_	8.096743489768414	9
объяснила	объяснить	VERB	cc	и	и	CCONJ	_	_	_	_	8.096743489768414	9
разговаривать	разговаривать	VERB	cc	и	и	CCONJ	_	_	_	_	8.096743489768414	9
подаются	подавать	VERB	advmod	блюда	блюдо	ADV	_	_	_	_	8.096743489768414	9
судить	судить	VERB	obl	кухне	кухня	NOUN	case	о	о	ADP	8.096743489768414	9
подошёл	подошёть	VERB	obj	официант	официант	NOUN	_	_	_	_	8.096743489768414	9
встречает	встречать	VERB	obj	гостей	гость	NOUN	_	_	_	_	8.096743489768414	9
почитал	почитать	VERB	obj	отзывы	отзыв	NOUN	_	_	_	_	8.096743489768414	9
увиденного	видеть	VERB	mark	от	от	ADP	_	_	_	_	8.096743489768414	9
заказываю	заказывать	VERB	obj	его	он	PRON	_	_	_	_	8.096743489768414	9
хватило	хватить	VERB	obj	меня	я	PRON	_	_	_	_	8.096743489768414	9
проводить	проводить	VERB	obj	нас	мы	PRON	_	_	_	_	8.096743489768414	9
понимали	понимать	VERB	nsubj	мы	мы	PRON	_	_	_	_	8.096743489768414	9
спросила	спросить	VERB	obl	&quot	&quot	X	_	_	_	_	8.096743489768414	9
сидит	сидеть	VERB	mark	что	что	SCONJ	_	_	_	_	8.096743489768414	9
волнует	волновать	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
потанцевать	танцевать	VERB	advmod	где	где	ADV	_	_	_	_	8.096743489768414	9
люблю	любить	VERB	nsubj	&quot	&quot	X	_	_	_	_	8.096743489768414	9
забронированы	забронировать	VERB	mark	что	что	SCONJ	_	_	_	_	8.096743489768414	9
пришла	прийти	VERB	advmod	сюда	сюда	ADV	_	_	_	_	8.096743489768414	9
ходили	ходить	VERB	advmod	постоянно	постоянно	ADV	_	_	_	_	8.096743489768414	9
вызвал	вызвать	VERB	nsubj	он	он	PRON	_	_	_	_	8.096743489768414	9
сделали	делать	VERB	obj	что	что	PRON	_	_	_	_	8.096743489768414	9
порадовала	порадовать	VERB	nsubj	атмосфера	атмосфера	NOUN	_	_	_	_	8.096743489768414	9
хотелось	хотеться	VERB	xcomp	посмотреть	смотреть	VERB	_	_	_	_	8.096743489768414	9
дожидаясь	дожидаться	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
говорится	говорить	VERB	nsubj:pass	&quot	&quot	X	_	_	_	_	8.096743489768414	9
сделать	делать	VERB	obj	сюрприз	сюрприз	NOUN	_	_	_	_	8.096743489768414	9
понравилось	понравиться	VERB	iobj	мужу	муж	NOUN	_	_	_	_	8.096743489768414	9
уносили	уносить	VERB	advmod	вовремя	вовремя	ADV	_	_	_	_	8.096743489768414	9
спрашивал	спрашивать	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
спросите	спросить	VERB	nsubj	вы	вы	PRON	_	_	_	_	8.096743489768414	9
получили	получить	VERB	advmod	так	так	ADV	_	_	_	_	8.096743489768414	9
люля	люль	VERB	obj	кебаб	кебаб	NOUN	_	_	_	_	8.096743489768414	9
отличается	отличаться	VERB	nsubj	ресторан	ресторан	NOUN	_	_	_	_	8.096743489768414	9
оставлял	оставлять	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
полюбил	любить	VERB	nsubj	я	я	PRON	_	_	_	_	8.096743489768414	9
попрощался	проститься	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
принесли	принести	VERB	parataxis	наконец	наконец	ADV	_	_	_	_	8.096743489768414	9
понял	понять	VERB	obl	ничего	ничто	PRON	_	_	_	_	8.096743489768414	9
изменилось	измениться	VERB	obl	сторону	сторона	NOUN	case	в	в	ADP	8.096743489768414	9
желаю	желать	VERB	iobj	им	они	PRON	_	_	_	_	8.096743489768414	9
оказаться	оказаться	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
радует	радовать	VERB	nsubj	то	то	PRON	_	_	_	_	8.096743489768414	9
прийти	прийти	VERB	advmod	снова	снова	ADV	_	_	_	_	8.096743489768414	9
задали	задать	VERB	obj	вопрос	вопрос	NOUN	_	_	_	_	8.096743489768414	9
сделала	делать	VERB	obj	что	что	PRON	_	_	_	_	8.096743489768414	9
заказывала	заказывать	VERB	obj	суп	суп	NOUN	_	_	_	_	8.096743489768414	9
убиралось	убирать	VERB	nsubj	все	все	PRON	_	_	_	_	8.096743489768414	9
оставались	оставаться	VERB	advmod	всегда	всегда	ADV	_	_	_	_	8.096743489768414	9
могут	мочь	VERB	nsubj	официанты	официант	NOUN	_	_	_	_	8.096743489768414	9
заказали	заказать	VERB	conj	вкусно	вкусный	ADJ	_	_	_	_	8.096743489768414	9
заходить	заходить	VERB	advmod	обязательно	обязательно	ADV	_	_	_	_	8.096743489768414	9
бываю	бывать	VERB	advmod	чаще	часто	ADV	_	_	_	_	8.096743489768414	9
сели	сесть	VERB	mark	что	что	SCONJ	_	_	_	_	8.096743489768414	9
живу	жить	VERB	obl	районе	район	NOUN	case	в	в	ADP	8.096743489768414	9
бываю	бывать	VERB	advmod	иногда	иногда	ADV	_	_	_	_	8.096743489768414	9
принесли	принести	VERB	mark	если	если	SCONJ	_	_	_	_	8.096743489768414	9
можете	мочь	VERB	mark	что	что	SCONJ	_	_	_	_	8.096743489768414	9
пришлось	прийтись	VERB	csubj	уйти	уйти	VERB	_	_	_	_	8.096743489768414	9
пришел	прийти	VERB	mark	если	если	SCONJ	_	_	_	_	8.096743489768414	9
считаю	считать	VERB	ccomp	должно	должен	ADJ	_	_	_	_	8.096743489768414	9
порадовал	порадовать	VERB	nsubj	счет	счет	NOUN	_	_	_	_	8.096743489768414	9
была	быть	VERB	advmod	тут	тут	ADV	_	_	_	_	8.096743489768414	9
пожалела	жалеть	VERB	ccomp	взяла	брать	VERB	_	_	_	_	8.096743489768414	9
